0,1,2,3,4,5,6,7,8,9,10,11,12,label
-68.723045,107.18305,-38.17927,69.643616,0.72472167,25.78234,-6.3002896,15.512931,-18.212866,20.376476,-8.2839775,9.99256,-16.18907,blues
-90.76445,93.45195,-30.361637,75.71659,-27.147652,38.155834,-20.21184,23.878878,-14.845911,9.935416,-10.873631,11.558056,-10.968562,blues
-147.91417,96.0508,-16.225481,55.03303,-27.477978,27.6201,-20.155857,17.086546,-12.165564,5.3562193,-9.651392,7.55205,-22.333218,blues
-135.28856,68.537506,-0.80422705,52.59741,-33.174007,22.437233,-27.840456,16.481485,-12.109064,11.541549,-17.174334,9.30225,-17.777426,blues
-87.18607,87.47866,-16.729603,56.139008,-33.234447,14.702406,-25.307377,11.81448,-13.280916,12.231457,-14.910041,7.969385,-19.73403,blues
-122.411316,75.883484,-16.037142,50.657936,-28.200747,22.208849,-24.05411,19.10706,-11.986418,11.9482355,-21.475193,6.567864,-21.959812,blues
-113.016304,92.685684,-11.478077,47.911427,-26.941708,28.779274,-24.827206,18.456163,-15.0705385,7.815259,-16.30734,12.47333,-13.81957,blues
-98.18144,102.246765,-18.886995,46.385708,-26.818762,19.584957,-18.762217,15.156989,-15.727036,11.967821,-14.437988,7.3278403,-18.561443,blues
-117.807976,92.492035,-8.335475,49.849148,-33.90425,17.643923,-19.11152,11.460954,-11.908861,13.921956,-16.503054,9.076045,-19.960249,blues
-128.31308,113.387596,-24.632048,49.958836,-42.22104,14.699803,-27.199728,0.1666334,-17.26494,10.87698,-19.821835,5.0131135,-13.297094,blues
-132.1219,104.542046,-20.619028,44.627026,-26.040562,19.918318,-30.382961,18.414272,-17.024214,7.7465343,-13.203986,7.041663,-14.755833,blues
-88.759186,95.183754,-13.382386,53.816715,-33.57492,19.002293,-21.332394,11.314277,-14.723807,12.855629,-16.608946,9.324431,-19.068808,blues
-110.34874,80.00753,-1.1516937,43.23514,-38.313885,22.143559,-29.604374,14.133601,-18.85129,4.8268275,-17.182417,4.2891216,-28.744543,blues
-35.364746,106.743126,-21.53756,56.573177,-13.564564,22.7889,-16.631685,17.563408,-17.986687,11.570733,-12.898474,10.113014,-6.8357368,blues
-54.048347,95.24754,-5.9996853,39.567795,-5.1427317,26.625307,-23.598564,19.00136,-22.369726,13.194063,-13.170368,11.20955,-4.699699,blues
-95.21143,92.095,-16.187199,52.98164,2.110583,29.082163,-16.48684,24.026136,-16.8647,16.26837,-6.3389854,10.528718,-6.2023063,blues
-60.382732,72.620995,-14.195977,57.510616,-1.9565653,29.82218,-20.3082,21.628328,-9.683521,28.882517,-8.214558,10.605756,-9.844341,blues
-25.018465,107.176155,-31.639585,36.597923,-6.7285023,32.451206,-20.09419,27.472286,-13.474033,17.289366,-10.804549,10.7645445,-10.871843,blues
-3.2013826,102.64427,-35.596424,43.321796,-13.520811,29.879139,-20.94369,24.049864,-18.204569,15.669593,-14.274093,13.625899,-11.998447,blues
-11.3905325,86.48883,-21.78428,47.943455,-7.6115623,32.80865,-18.89801,29.80698,-11.35952,14.252968,-15.178191,16.431015,-12.588041,blues
-57.52549,124.94105,-34.621902,30.521254,-22.441956,23.042032,-12.934782,19.811779,-11.35651,10.669472,-11.625215,8.758103,-9.222234,blues
0.6276381,110.458786,-40.770443,49.129242,-22.99967,25.101553,-19.85543,19.189848,-12.265883,13.258154,-15.452743,17.456013,-13.837282,blues
-19.166536,110.591446,-27.526445,37.66363,-23.731943,21.362015,-22.589626,24.48012,-16.228468,15.884064,-13.913421,4.4257092,-9.076399,blues
-14.823165,100.35212,-28.669228,49.37658,-16.497679,30.103525,-19.761177,26.075691,-13.320044,13.575496,-10.325207,12.008867,-10.546547,blues
-53.19926,116.40263,-31.547218,39.45742,-6.4279327,25.000412,-19.07346,23.228935,-12.983398,13.162347,-14.143703,12.8512125,-11.16589,blues
-130.44144,91.64428,-13.120435,42.214104,9.721755,44.930904,-3.2655277,8.249483,-21.934032,-0.08522811,-14.454278,12.466278,-4.4143543,blues
-191.23962,119.00731,0.972116,39.93139,8.409097,24.377596,-10.71703,15.5846,-19.035877,7.4776115,-1.9164373,1.0445833,-4.458868,blues
-180.94933,135.80093,8.750753,44.36456,-1.9114898,26.173119,-4.081699,14.184741,-9.999968,-1.9480414,-7.9167776,-3.2303965,-4.199668,blues
-239.87479,136.55383,9.5513,46.101418,20.47448,18.363726,-10.327763,19.541414,-7.3755045,11.074785,4.3219857,0.67886615,0.060434517,blues
-357.7785,153.44531,33.45241,14.171537,16.930494,16.802969,9.127867,5.8276086,-2.1219685,2.0630097,-0.3469728,-3.5372565,1.7722108,blues
-179.42433,102.898796,15.559386,63.97922,3.3011549,32.163628,-11.857952,22.754168,-11.855914,5.3430877,-8.318196,0.9353906,-9.23284,blues
-250.77509,168.88547,12.934755,24.853209,7.6866803,22.616507,2.5822885,12.256985,-2.313362,8.634738,-3.401767,4.4064713,-3.1381152,blues
-404.63983,136.03577,29.959679,44.461563,32.96946,31.938917,13.176052,11.141781,1.9343297,0.84953165,-3.6493998,2.149999,-2.4845397,blues
-337.60574,178.07045,17.715275,12.270643,38.046795,21.44364,4.783807,10.962719,4.48477,-0.6851624,7.2217703,4.2367654,-10.720452,blues
-106.70902,85.61154,-18.371946,46.569912,-2.5442028,38.237392,-6.7860346,12.280015,-8.7655525,3.3706775,-6.7965117,9.034044,-7.070672,blues
-147.86877,145.4246,2.6900098,43.7486,-9.076823,17.832235,-12.642336,28.532072,-17.843435,7.41929,-0.75990015,0.060271546,-7.0746922,blues
-359.4433,147.0533,-9.788795,18.301004,-12.999982,11.993628,-1.2689277,7.0237856,-12.212199,9.234985,-19.80394,-0.1786362,-13.951235,blues
-131.06924,133.01213,-13.772804,48.328712,3.9112751,21.533335,-6.85458,16.099585,-14.240662,15.197625,-6.8739448,4.211602,-2.9929934,blues
-116.480286,108.9311,-20.002047,49.78203,-18.202518,30.46436,-6.988678,20.237244,-10.926452,16.796001,-14.297483,13.79737,-7.7597556,blues
-242.39618,137.5037,1.4329873,54.12781,-9.559978,28.54834,1.4537898,15.70687,-8.201166,7.783761,-4.338472,2.7337952,-15.6740885,blues
-268.132,134.95555,-41.9035,30.31633,-14.211892,27.057484,-17.26843,6.6975303,-14.139388,20.83406,-1.1386368,15.08527,-13.596956,classical
-313.9843,144.21478,-23.313478,39.99381,-14.288221,8.647057,-17.372305,10.647431,-11.355186,5.3271556,-10.895198,3.4214697,-3.5841808,classical
-216.57031,144.9092,-44.950512,25.187002,-22.670286,26.934744,-10.62243,4.2900777,-24.894247,0.9645925,-10.719708,14.295326,2.5914743,classical
-311.50656,130.3476,-41.772995,37.06368,-10.689905,22.612377,-3.2318437,-10.223607,-9.40733,5.3951,5.087551,8.2755575,10.0821705,classical
-273.3503,128.31184,-26.943111,32.96407,-14.403637,8.714387,-19.537697,10.084131,-10.0077505,7.581092,-18.198757,-1.3473399,-8.324217,classical
-225.8783,148.83246,-26.242321,44.82404,-9.724911,17.447151,-13.654092,11.823118,-12.672738,13.674895,-11.81366,0.37878036,-13.32058,classical
-283.20792,126.08705,-31.245667,42.631687,-17.415787,13.851906,-16.032618,15.407218,-7.4958825,10.37251,-19.471422,-0.41580257,-4.9704614,classical
-279.8473,156.14665,-22.11022,41.737892,-6.7253714,6.5749545,-7.0150294,3.4506414,-4.044363,1.4295502,-6.4063396,-2.4392152,-5.4574866,classical
-405.29602,147.13156,-33.18282,40.06484,-8.496503,10.301015,-12.330732,10.754639,-6.204088,7.5157504,-15.306783,-1.9427878,-3.3795557,classical
-376.16956,137.72308,-9.47488,48.236694,-16.038643,13.113597,-17.42195,3.6386714,-15.505154,12.666332,-10.383399,6.6891966,-4.9954886,classical
-397.57907,153.16602,-22.803282,38.64087,-8.5372305,11.213779,-14.523921,8.520858,-7.0425453,5.938031,-11.859626,2.948599,-1.1608527,classical
-358.75983,153.57787,-11.837785,40.708324,2.1796856,2.2897618,-11.695011,-2.1132703,-9.296454,-2.3140264,-10.220583,1.745724,1.8941673,classical
-320.33984,169.79236,-23.289145,25.322464,-4.142899,0.12979098,-8.205409,-8.322288,-14.1299925,3.1429415,-6.040746,-0.6640617,-2.4717329,classical
-271.4881,141.51979,-23.480143,42.931694,-9.13812,15.445068,-16.222618,5.018873,-16.826082,10.5482235,-11.985541,6.3517466,-4.613259,classical
-333.87683,128.95067,-37.22163,26.933277,-9.26734,-2.9882004,-16.889584,-5.05332,-12.454224,2.7761502,-3.378151,6.8683615,6.7896457,classical
-543.61884,129.03029,-21.330105,16.634182,-10.969202,12.246972,-9.101338,19.03785,12.53498,32.19025,18.332155,12.267131,-9.624703,classical
-571.79364,155.6085,0.6662028,31.151518,3.7282841,10.9367285,-1.7551806,11.144131,1.1877877,9.937358,-1.0054463,6.2535796,-1.3202395,classical
-327.2411,164.43663,-35.33338,-5.9771843,-12.620154,-5.7957063,-20.993603,-2.8271413,-2.6653566,8.823805,-3.2418778,1.1605023,-6.5245514,classical
-320.2427,186.10149,-17.97186,19.632912,4.545998,-6.243015,-12.315504,-8.436405,-5.8202825,2.707719,0.15908813,9.1574955,5.699435,classical
-526.1159,143.77443,-8.641078,37.908684,0.23183583,11.06234,-5.223275,6.6142516,-8.823368,4.1488066,-4.949228,7.717258,-0.7132344,classical
-332.45386,169.6526,-24.612402,31.995926,-5.103961,3.5801096,-9.55943,0.74989915,-8.448249,5.769148,-4.242456,1.8422921,-6.1366,classical
-143.155,134.32181,-40.864624,34.81651,-21.577059,11.808124,-27.414095,13.012992,-17.779776,14.370483,-19.005098,1.4323556,-17.439505,classical
-244.44029,160.77454,-38.484005,24.730606,-11.324255,0.10334948,-18.62868,0.54903686,-12.434474,5.9357753,-10.999016,-0.09625244,-8.846327,classical
-484.1679,169.20595,15.158596,35.184628,12.439873,22.860044,-1.5817033,13.577439,-5.78941,13.451299,-5.3576903,7.054018,-3.5355592,classical
-259.92456,176.34035,-30.803684,18.42486,-3.0398083,1.1990511,-7.6868763,-5.543165,-15.49697,-3.1703568,-4.0147686,0.030930413,-4.807886,classical
-233.92332,172.23383,-37.423027,26.309097,-8.470006,-0.07019601,-14.192096,-1.2688226,-14.062794,-2.3688662,-11.376525,1.1436166,-0.026731137,classical
-167.83884,158.97067,-40.790943,32.111526,-16.792286,11.466332,-13.492556,10.383886,-14.050554,4.1341805,-16.609934,0.9289874,0.9374471,classical
-367.49985,170.57059,-4.956082,33.664574,-3.5036595,6.9161334,-12.743501,-0.02961844,-12.809994,1.8970565,-14.285577,1.1023761,-1.3641815,classical
-196.1048,153.8135,-36.67998,33.986126,-14.3206005,9.300535,-19.390196,6.702242,-16.96022,3.4715698,-16.899239,5.199756,-3.7165508,classical
-449.52072,105.76541,-9.5540285,35.081833,8.342407,0.2740973,-0.67649996,4.5367603,-1.0551009,12.390537,11.897109,16.545834,14.619873,classical
-317.72913,142.93166,-44.563107,33.036842,-20.268333,-4.7330894,-22.92078,3.37101,-18.183533,6.4390755,-9.7053,4.102551,-6.011886,classical
-326.0957,194.76727,-14.24803,15.245531,-4.7085047,-2.3570416,-9.380225,-4.615517,-8.633264,-5.5115438,-8.836388,-7.5470448,-5.5882273,classical
-526.41156,185.09445,8.525654,37.246532,-6.182327,13.755513,-11.073336,7.960559,-7.25178,5.499259,-11.197209,-3.462345,-11.309762,classical
-488.68967,183.99937,-25.063612,34.99411,-2.4886944,5.3507624,-4.727387,1.6041757,2.9280462,-3.4417078,-15.751215,-7.3958344,-5.5853443,classical
-240.64989,162.83136,-32.46864,41.712997,-6.5404353,11.77798,-9.610376,4.7351117,-16.275688,-3.298269,-14.4798565,-5.807864,-15.951735,classical
-227.41867,119.49741,-57.44914,34.642406,-12.481318,1.9728318,-22.290337,3.8853557,-13.825384,6.4267173,-11.51854,8.15766,-1.4449629,classical
-405.62253,107.84804,-13.365217,29.187035,-11.218467,10.523289,-16.650816,-11.204703,-12.328788,-3.0550508,-14.6657,-6.37523,-9.146027,classical
-196.63416,135.72737,-54.935196,31.061888,-12.615584,-2.2971127,-17.87076,2.506424,-8.4429865,5.1857734,-9.819329,-6.4775143,-9.301967,classical
-364.03848,176.62186,-50.683285,25.207212,-13.486366,-1.8014207,-18.291025,-5.450459,-11.961792,-3.2623956,-13.69111,-3.3274882,3.2157786,classical
-401.16403,124.99272,-15.361706,13.17234,-0.9327304,3.081935,-8.585414,7.8694143,-0.08346911,7.5903473,-8.144664,7.7794185,6.7760844,classical
-364.31332,140.17896,-24.0523,24.66602,-26.908987,9.663292,-19.1755,9.204674,-15.308307,2.3020225,-13.003247,-3.17551,-17.073683,classical
-359.6762,142.51091,-25.749977,7.4329777,-2.4958084,-10.420961,-15.089817,-6.0622873,-4.8193684,0.53013927,-11.669664,-16.8398,-14.084181,classical
-149.97462,159.00282,-54.895363,4.192017,-11.180666,-1.6048073,-10.993065,-9.3488455,-10.415674,-1.8425555,-6.4409733,-2.378597,-4.5936346,classical
-173.93996,154.5595,-25.23816,9.643917,-7.26918,-1.6638534,-12.221691,-10.864452,-14.3334055,-8.304473,-10.740877,-8.795748,-7.922152,classical
-416.60776,180.35452,4.5178866,8.52317,0.8401992,5.5353265,-0.7050387,-9.544333,-8.935676,-1.0589728,-6.752938,-3.1095982,1.3607658,classical
-200.73665,163.3621,-12.343592,-5.177354,-2.1110907,-4.667216,-10.1407995,-3.003709,-5.4168987,-3.0410511,-6.02193,-5.768741,-8.649096,classical
-85.06996,98.72967,-24.994009,21.442104,2.034814,11.951726,-7.480305,-1.541321,-8.610087,-9.115009,-2.9594202,-1.203308,-3.2712138,classical
-422.45032,159.09332,-22.20588,22.92236,-1.182969,-5.2044253,-5.7848935,-5.811147,-11.818077,-6.0611515,-3.6466143,-0.16405573,-4.4651976,classical
-123.02128,154.01093,-11.674072,8.934699,6.640918,12.167535,-10.776179,-13.626855,-2.1335478,7.1885486,-8.267463,-4.4012246,-1.3224175,classical
-72.4125,116.30726,-19.98745,24.91909,2.0176592,3.9558878,-5.4358425,-4.744524,-10.034948,-1.4495848,-3.6524065,0.8386293,-5.396261,classical
-480.76694,138.92188,-1.0745002,45.388542,9.941759,5.162974,2.5771022,1.8552835,-0.28792948,-3.4027896,-9.343958,3.2880633,3.6719358,classical
-414.3668,103.686165,30.09165,21.167444,17.8091,26.268673,13.891956,8.917463,0.7976761,5.081289,-0.27891427,-0.2956899,-4.666649,classical
-174.82399,92.92667,6.145031,21.434109,9.853796,13.541592,1.3994311,3.055208,-2.6482296,5.2770376,-2.3065076,3.3047593,-0.21855782,classical
-96.85654,144.15773,-40.393642,27.079788,-4.189113,13.807924,-2.0885305,3.2088473,-7.0277653,5.3946743,-1.2435257,3.6155722,-0.6530411,classical
-154.04538,108.68331,-38.10449,20.121132,-23.152699,-14.006639,3.5305133,-3.8955572,-9.266432,28.99557,19.031986,14.830835,4.490722,classical
-531.7288,93.86452,-11.482076,30.029795,8.252104,1.1700559,-6.160086,-1.7995466,-8.772897,-11.475466,-11.990424,-5.5428333,4.721508,classical
-87.847694,138.06366,-41.51224,37.480637,3.6139066,-3.886317,1.4856087,13.080304,-17.18521,4.79887,0.5167469,1.2909131,-7.499722,classical
-401.8559,131.0529,-4.0683684,9.204332,-8.024874,0.48999724,2.1539583,-2.6210604,-4.5286107,-5.8255515,-13.06654,-3.5294912,3.7586105,classical
-326.23297,170.55803,-9.094249,15.752978,4.9588227,3.0788076,5.8266797,-6.2479343,-13.020765,-1.6795304,5.2613673,-1.6795653,-9.754595,classical
-214.20828,153.3464,-25.457006,31.928677,-6.271273,0.97066075,-10.502269,-8.511291,-8.845371,-3.4592276,-5.7114573,-4.7702293,-3.0932333,classical
-164.15958,111.18359,-31.93693,18.850655,-2.731346,-8.9918375,-12.228124,-6.5064063,-8.180496,-5.831301,-8.303835,-6.205945,-3.2644472,classical
-399.54636,169.08046,3.676115,23.059778,25.643095,17.756824,-0.32534817,-9.571547,-6.6460505,-4.063613,-3.3996084,-2.5051913,-1.3559954,classical
-169.74554,127.02057,-20.395569,21.200874,5.425876,4.547211,-14.07038,1.6837305,-3.9685307,-3.702402,-2.9129624,-6.7626624,0.99953806,classical
-484.54663,177.6633,63.14249,13.634008,6.617022,5.1315036,-2.019905,-6.387717,-10.472524,-11.869439,-8.494439,-4.313651,-1.4891802,classical
-539.9411,130.97235,72.28381,30.344982,8.609746,2.2018352,-4.686863,-6.5899816,-5.5222983,-4.098595,-2.2234416,-0.42772308,0.58435225,classical
-482.92093,168.22475,49.633797,2.8671277,2.0634303,-0.957164,-12.048665,-10.570461,-5.318287,-6.799972,-7.100693,-2.6941545,-1.2933005,classical
-466.71307,141.6619,13.758772,16.230053,10.32119,-3.1659176,-5.567463,-5.891767,-7.6725225,-3.2810376,2.6648252,3.3768902,1.900796,classical
-506.75867,150.3973,54.292244,15.095561,10.582076,6.2154784,-3.2955136,-6.5353007,-7.671993,-6.7942963,-3.4651763,-1.6667664,-2.8408504,classical
-224.95526,125.87967,-42.108173,19.761122,-8.479148,-4.527191,-5.0685916,-4.5208097,-4.975034,-0.9514958,-10.712779,-4.5071535,0.35545906,classical
-277.21097,118.58737,-36.57661,29.886002,-1.1926137,-0.92816156,-2.9920664,-3.5554554,1.482693,8.46502,-1.6378636,-2.5767283,-7.5492597,classical
-361.92325,123.79561,-4.038299,25.629747,2.9450765,-2.7717106,-1.1094483,-2.1894093,-2.4918609,-3.8061507,-5.629699,1.6668206,5.20079,classical
-225.8291,141.16978,-30.008017,20.537687,-2.7678049,-6.332266,-6.4253383,-7.8884745,-2.782701,0.38262686,-3.5264673,-3.7624507,-4.7570257,classical
-304.46564,151.60167,-16.377014,32.72849,6.4043193,-0.63151926,2.692963,5.8357625,1.5221326,-5.385471,-9.282269,-0.9959754,3.2009156,classical
-309.7764,150.03052,-32.673294,16.077888,0.787527,-3.8409345,-4.450934,-13.060484,-11.924371,-2.6930683,-1.5991251,6.271909,10.643159,classical
-247.62685,148.77264,-29.674978,23.056515,2.3006308,1.0614656,-1.6752763,-4.3859854,-6.5379252,-2.392478,-4.4124155,0.9939294,2.33708,classical
-358.53278,130.30635,-27.42413,35.748993,0.72255737,-8.749113,-0.22971344,4.539314,5.312875,5.052512,-4.177992,-1.1608285,2.9067018,classical
-185.92299,151.43991,-30.843327,27.710802,-5.296152,-6.352557,-6.3529778,-6.980771,-6.633076,-1.834838,-8.036027,-6.0671344,-5.578681,classical
-548.025,148.32233,11.473739,3.1625397,0.11547286,-19.172792,-16.295555,-14.320095,-20.105415,-15.519935,-3.313543,4.467538,1.6350508,classical
